,target_com,depth,target_per,総収益,投資金額,出現数,購買予測数,利益率,購買的中率,的中数,number_i
9202,19.0,6.0,145.0,24980.0,18200.0,45.0,182.0,137.25274725274724,5.494505494505495,10.0,94.0
9203,19.0,6.0,146.0,26550.0,16100.0,45.0,161.0,164.90683229813666,6.211180124223603,10.0,95.0
9204,19.0,6.0,147.0,20150.0,12700.0,45.0,127.0,158.6614173228347,7.086614173228346,9.0,96.0
9227,19.0,7.0,71.0,370600.0,329200.0,45.0,3292.0,112.5759416767922,1.2150668286755772,40.0,20.0
9228,19.0,7.0,72.0,370600.0,328000.0,45.0,3280.0,112.98780487804878,1.2195121951219512,40.0,21.0
9297,19.0,7.0,141.0,32000.0,25900.0,45.0,259.0,123.55212355212356,5.019305019305019,13.0,90.0
9298,19.0,7.0,142.0,27780.0,23400.0,45.0,234.0,118.71794871794873,4.700854700854701,11.0,91.0
9299,19.0,7.0,143.0,31230.0,23100.0,45.0,231.0,135.1948051948052,5.194805194805196,12.0,92.0
9300,19.0,7.0,144.0,35770.0,26000.0,45.0,260.0,137.5769230769231,5.0,13.0,93.0
9301,19.0,7.0,145.0,32000.0,24800.0,45.0,248.0,129.03225806451613,5.241935483870968,13.0,94.0
9302,19.0,7.0,146.0,28430.0,20900.0,45.0,209.0,136.0287081339713,5.263157894736842,11.0,95.0
9303,19.0,7.0,147.0,32200.0,19600.0,45.0,196.0,164.28571428571428,5.612244897959183,11.0,96.0
9316,19.0,8.0,61.0,420940.0,363500.0,45.0,3635.0,115.80192572214581,1.1279229711141678,41.0,10.0
9395,19.0,8.0,140.0,40600.0,34600.0,45.0,346.0,117.34104046242773,4.0462427745664735,14.0,89.0
9396,19.0,8.0,141.0,40600.0,33100.0,45.0,331.0,122.6586102719033,4.229607250755286,14.0,90.0
9397,19.0,8.0,142.0,36540.0,31800.0,45.0,318.0,114.90566037735849,4.402515723270441,14.0,91.0
9398,19.0,8.0,143.0,35770.0,30000.0,45.0,300.0,119.23333333333332,4.333333333333334,13.0,92.0
9399,19.0,8.0,144.0,44370.0,29700.0,45.0,297.0,149.39393939393938,4.713804713804714,14.0,93.0
9401,19.0,8.0,146.0,31230.0,25600.0,45.0,256.0,121.9921875,4.6875,12.0,95.0
9402,19.0,8.0,147.0,39830.0,25400.0,45.0,254.0,156.81102362204726,5.118110236220472,13.0,96.0
11157,23.0,6.0,120.0,73020.0,61800.0,71.0,618.0,118.15533980582524,4.692556634304207,29.0,69.0
11158,23.0,6.0,121.0,74240.0,56400.0,71.0,564.0,131.63120567375884,5.319148936170213,30.0,70.0
